,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender
5204,FCI OAKDALE II,"1,154",Not Suspended,2024-01-28 20:38:55 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
5205,FCI OAKDALE I,835,Not Suspended,2024-01-28 20:39:11 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
5206,FTC OKLAHOMA CITY,"1,051",Not Suspended,2024-01-28 20:39:27 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female
5207,FCI OTISVILLE,"1,075",Not Suspended,2024-01-28 20:39:42 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male
5208,FCI OXFORD,"1,012",Not Suspended,2024-01-28 20:39:58 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male
5209,FCI PEKIN,"1,298",Not Suspended,2024-01-28 20:40:14 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female
5210,FPC PENSACOLA,474,Not Suspended,2024-01-28 20:40:29 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male
5211,FCI PETERSBURG MEDIUM,"1,711",Not Suspended,2024-01-28 20:40:45 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
5212,FCI PETERSBURG LOW,675,Not Suspended,2024-01-28 20:41:01 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
5213,FDC PHILADELPHIA,853,Not Suspended,2024-01-28 20:41:17 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female
5214,FCI PHOENIX,"1,146",Not Suspended,2024-01-28 20:41:32 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female
5215,FCI POLLOCK,"1,577",Not Suspended,2024-01-28 20:41:48 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male
5216,USP POLLOCK,"1,110",Not Suspended,2024-01-28 20:42:04 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male
5217,FCI RAY BROOK,697,Not Suspended,2024-01-28 20:42:19 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male
5218,FMC ROCHESTER,574,Not Suspended,2024-01-28 20:42:35 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male
5219,FCI SAFFORD,653,Not Suspended,2024-01-28 20:42:51 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male
5220,MCC SAN DIEGO,669,Not Suspended,2024-01-28 20:43:07 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female
5221,FCI SANDSTONE,"1,125",Not Suspended,2024-01-28 20:43:22 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male
5222,FCI SCHUYLKILL,"1,047",Not Suspended,2024-01-28 20:43:38 PST,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male
5223,FCI SEAGOVILLE,"1,737",Not Suspended,2024-01-28 20:43:54 PST,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male
5224,FDC SEATAC,780,Not Suspended,2024-01-28 20:44:09 PST,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female
5225,FCI SHERIDAN,"1,619",Not Suspended,2024-01-28 20:44:25 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male
5226,MCFP SPRINGFIELD,937,Not Suspended,2024-01-28 20:44:40 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male
5227,FCI TALLADEGA,"1,141",Not Suspended,2024-01-28 20:44:56 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male
5228,FCI TALLAHASSEE,948,Not Suspended,2024-01-28 20:45:12 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female
5229,FCI TERMINAL ISLAND,958,Not Suspended,2024-01-28 20:45:28 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male
5230,FCI TERRE HAUTE,"1,487",Not Suspended,2024-01-28 20:45:43 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male
5231,USP TERRE HAUTE,"1,102",Not Suspended,2024-01-28 20:45:59 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male
5232,FCI TEXARKANA,"1,234",Not Suspended,2024-01-28 20:46:15 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male
5233,FCI THOMSON,"1,776",Suspended,2024-01-28 20:46:30 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male
5234,FCI THREE RIVERS,"1,320",Suspended,2024-01-28 20:46:46 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male
5235,FCI TUCSON,287,Suspended,2024-01-28 20:47:01 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female
5236,USP TUCSON,"1,353",Suspended,2024-01-28 20:47:17 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male
5237,FCI VICTORVILLE MEDIUM I,"1,620",Suspended,2024-01-28 20:47:32 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female
5238,FCI VICTORVILLE MEDIUM II,"1,410",Not Suspended,2024-01-28 20:47:48 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male
5239,USP VICTORVILLE,"1,220",Not Suspended,2024-01-28 20:48:04 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male
5240,FCI WASECA,769,Not Suspended,2024-01-28 20:48:21 PST,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female
5241,FCI WILLIAMSBURG,"1,265",Not Suspended,2024-01-28 20:48:37 PST,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male
5242,FPC YANKTON,433,Not Suspended,2024-01-28 20:48:53 PST,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male
5243,FCI YAZOO CITY MEDIUM,"1,334",Suspended,2024-01-28 20:49:09 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
5244,FCI YAZOO CITY LOW,"1,386",Not Suspended,2024-01-28 20:49:25 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
5245,USP YAZOO CITY,"1,508",Not Suspended,2024-01-28 20:49:41 PST,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
5246,FPC ALDERSON,703,Not Suspended,2024-02-24 11:25:11 PST,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female
5247,FCI ALICEVILLE,"1,581",Not Suspended,2024-02-24 11:25:48 PST,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female
5248,FCI ALLENWOOD LOW,974,Not Suspended,2024-02-24 11:26:05 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male
5249,FCI ALLENWOOD MEDIUM,"1,266",Not Suspended,2024-02-24 11:26:26 PST,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male
5250,USP ALLENWOOD,293,Not Suspended,2024-02-24 11:26:46 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male
5251,FCI ASHLAND,"1,318",Not Suspended,2024-02-24 11:27:02 PST,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male
5252,USP ATLANTA,"1,756",Not Suspended,2024-02-24 11:27:18 PST,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male
5253,USP ATWATER,"1,164",Not Suspended,2024-02-24 11:27:35 PST,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male
5254,FCI BASTROP,"1,058",Not Suspended,2024-02-24 11:27:51 PST,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male
5255,FCI BEAUMONT LOW,"1,974",Not Suspended,2024-02-24 11:28:06 PST,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
5256,FCI BEAUMONT MEDIUM,"1,631",Not Suspended,2024-02-24 11:28:22 PST,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
5257,USP BEAUMONT,"1,139",Not Suspended,2024-02-24 11:28:38 PST,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
5258,FCI BECKLEY,"1,624",Not Suspended,2024-02-24 11:28:53 PST,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male
5259,FCI BENNETTSVILLE,"1,655",Not Suspended,2024-02-24 11:29:09 PST,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male
5260,FCI BERLIN,789,Not Suspended,2024-02-24 11:29:24 PST,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male
5261,USP BIG SANDY,"1,352",Not Suspended,2024-02-24 11:29:40 PST,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male
5262,FCI BIG SPRING,"1,023",Not Suspended,2024-02-24 11:29:55 PST,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male
5263,MDC BROOKLYN,"1,373",Not Suspended,2024-02-24 11:30:11 PST,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female
5264,FPC BRYAN,684,Not Suspended,2024-02-24 11:30:27 PST,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female
5265,FCI BUTNER MEDIUM II,"1,370",Suspended,2024-02-24 11:30:42 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
5266,FCI BUTNER LOW,956,Not Suspended,2024-02-24 11:30:58 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
5267,FCI BUTNER MEDIUM I,867,Not Suspended,2024-02-24 11:31:13 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
5268,FMC BUTNER,829,Not Suspended,2024-02-24 11:31:29 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male
5269,USP CANAAN,"1,271",Suspended,2024-02-24 11:31:45 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male
5270,FMC CARSWELL,976,Not Suspended,2024-02-24 11:32:00 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female
5271,MCC CHICAGO,484,Not Suspended,2024-02-24 11:32:16 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female
5272,FCI COLEMAN LOW,"2,049",Suspended,2024-02-24 11:32:31 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
5273,FCI COLEMAN MEDIUM,"1,560",Suspended,2024-02-24 11:32:47 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
5274,USP COLEMAN II,"1,144",Not Suspended,2024-02-24 11:33:02 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
5275,USP COLEMAN I,"1,399",Not Suspended,2024-02-24 11:33:18 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
5276,FCI CUMBERLAND,"1,061",Not Suspended,2024-02-24 11:33:34 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male
5277,FCI DANBURY,"1,055",Not Suspended,2024-02-24 11:33:50 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female
5278,FMC DEVENS,905,Not Suspended,2024-02-24 11:34:05 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male
5279,FCI DUBLIN,656,Not Suspended,2024-02-24 11:34:20 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female
5280,FPC DULUTH,462,Not Suspended,2024-02-24 11:34:36 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male
5281,FCI EDGEFIELD,"2,042",Not Suspended,2024-02-24 11:34:52 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male
5282,FCI EL RENO,"1,200",Not Suspended,2024-02-24 11:35:08 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male
5283,FCI ELKTON,"1,861",Not Suspended,2024-02-24 11:35:26 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male
5284,FCI ENGLEWOOD,895,Not Suspended,2024-02-24 11:35:42 PST,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male
5285,FCI ESTILL,65,Not Suspended,2024-02-24 11:35:58 PST,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male
5286,FCI FAIRTON,782,Not Suspended,2024-02-24 11:36:13 PST,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male
5287,FCI FLORENCE,"1,234",Not Suspended,2024-02-24 11:36:29 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
5288,USP FLORENCE ADMAX,325,Not Suspended,2024-02-24 11:36:45 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
5289,USP FLORENCE - HIGH,887,Suspended,2024-02-24 11:37:01 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
5290,FCI FORREST CITY MEDIUM,"1,609",Not Suspended,2024-02-24 11:37:17 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male
5291,FCI FORREST CITY LOW,"1,744",Not Suspended,2024-02-24 11:37:32 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male
5292,FCI FORT DIX,"3,841",Not Suspended,2024-02-24 11:37:48 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male
5293,FMC FORT WORTH,"1,447",Not Suspended,2024-02-24 11:38:05 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male
5294,FCI GILMER,"1,648",Suspended,2024-02-24 11:38:21 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male
5295,FCI GREENVILLE,"1,297",Not Suspended,2024-02-24 11:38:36 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female
5296,MDC GUAYNABO,"1,157",Not Suspended,2024-02-24 11:38:52 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female
5297,FCI HAZELTON,"1,999",Not Suspended,2024-02-24 11:39:14 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female
5298,USP HAZELTON,"1,414",Not Suspended,2024-02-24 11:39:30 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male
5299,FCI HERLONG,"1,406",Not Suspended,2024-02-24 11:39:46 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male
5300,FDC HONOLULU,255,Not Suspended,2024-02-24 11:40:01 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female
5301,FDC HOUSTON,716,Not Suspended,2024-02-24 11:40:27 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female
5302,FCI JESUP,"1,663",Not Suspended,2024-02-24 11:40:43 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male
5303,FCI LA TUNA,673,Not Suspended,2024-02-24 11:40:59 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male
5304,USP LEAVENWORTH,"1,979",Not Suspended,2024-02-24 11:41:17 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male
5305,USP LEE,"1,420",Not Suspended,2024-02-24 11:41:32 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male
5306,USP LEWISBURG,"1,116",Not Suspended,2024-02-24 11:41:48 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male
5307,FMC LEXINGTON,"1,252",Not Suspended,2024-02-24 11:42:05 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female
5308,FCI LOMPOC,917,Not Suspended,2024-02-24 11:42:20 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male
5309,USP LOMPOC,"2,279",Not Suspended,2024-02-24 11:42:36 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male
5310,FCI LORETTO,795,Not Suspended,2024-02-24 11:42:51 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male
5311,MDC LOS ANGELES,636,Not Suspended,2024-02-24 11:43:07 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female
5312,FCI MANCHESTER,"1,110",Not Suspended,2024-02-24 11:43:23 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male
5313,FCI MARIANNA,"1,210",Not Suspended,2024-02-24 11:43:38 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female
5314,USP MARION,"1,300",Not Suspended,2024-02-24 11:43:54 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male
5315,USP MCCREARY,"1,555",Not Suspended,2024-02-24 11:44:09 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male
5316,FCI MCDOWELL,"1,570",Not Suspended,2024-02-24 11:44:28 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male
5317,FCI MCKEAN,"1,136",Not Suspended,2024-02-24 11:44:44 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male
5318,FCI MEMPHIS,"1,050",Not Suspended,2024-02-24 11:44:59 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male
5319,FCI MENDOTA,992,Not Suspended,2024-02-24 11:45:15 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male
5320,FCI MIAMI,"1,016",Not Suspended,2024-02-24 11:45:31 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male
5321,FDC MIAMI,880,Not Suspended,2024-02-24 11:45:47 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female
5322,FCI MILAN,"1,556",Not Suspended,2024-02-24 11:46:03 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male
5323,FPC MONTGOMERY,633,Not Suspended,2024-02-24 11:46:19 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male
5324,FCI MORGANTOWN,395,Not Suspended,2024-02-24 11:46:34 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male
5325,MCC NEW YORK,0,Suspended,2024-02-24 11:46:51 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male
5326,FCI OAKDALE II,"1,110",Not Suspended,2024-02-24 11:47:06 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
5327,FCI OAKDALE I,827,Not Suspended,2024-02-24 11:47:22 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
5328,FTC OKLAHOMA CITY,"1,422",Not Suspended,2024-02-24 11:47:39 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female
5329,FCI OTISVILLE,"1,056",Not Suspended,2024-02-24 11:47:55 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male
5330,FCI OXFORD,"1,039",Not Suspended,2024-02-24 11:48:11 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male
5331,FCI PEKIN,"1,258",Not Suspended,2024-02-24 11:48:26 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female
5332,FPC PENSACOLA,448,Not Suspended,2024-02-24 11:48:43 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male
5333,FCI PETERSBURG MEDIUM,"1,719",Not Suspended,2024-02-24 11:48:58 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
5334,FCI PETERSBURG LOW,673,Not Suspended,2024-02-24 11:49:15 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
5335,FDC PHILADELPHIA,893,Not Suspended,2024-02-24 11:49:31 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female
5336,FCI PHOENIX,"1,220",Not Suspended,2024-02-24 11:49:46 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female
5337,FCI POLLOCK,"1,558",Suspended,2024-02-24 11:50:03 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male
5338,USP POLLOCK,"1,098",Suspended,2024-02-24 11:50:19 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male
5339,FCI RAY BROOK,687,Not Suspended,2024-02-24 11:50:34 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male
5340,FMC ROCHESTER,576,Not Suspended,2024-02-24 11:50:51 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male
5341,FCI SAFFORD,644,Not Suspended,2024-02-24 11:51:09 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male
5342,MCC SAN DIEGO,681,Not Suspended,2024-02-24 11:51:24 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female
5343,FCI SANDSTONE,"1,117",Not Suspended,2024-02-24 11:51:42 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male
